Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A762443,,11/20/2017 03:54:00 PM,11/20/2017 03:54:00 PM,La Paz And Paloma in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan,,11/26/2017 08:59:00 PM,11/26/2017 08:59:00 PM,11/20/2015,Dog,Intact Female,2 years,German Shepherd Mix,Black/Tan,0.0
A757075,Oriah,09/19/2018 11:53:00 AM,09/19/2018 11:53:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Collie Rough Mix,Tan,Oriah,10/05/2018 04:59:00 PM,10/05/2018 04:59:00 PM,06/13/2017,Dog,Spayed Female,1 year,Collie Rough Mix,Tan,0.0
A805397,*Yosemite,09/26/2019 01:42:00 PM,09/26/2019 01:42:00 PM,9219 Anderson Mill Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/Black,*Yosemite,09/28/2019 02:10:00 PM,09/28/2019 02:10:00 PM,08/27/2019,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/Black,0.0
A767126,,02/23/2018 10:59:00 PM,02/23/2018 10:59:00 PM,7202 Kenosha Pass in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,02/25/2018 10:12:00 AM,02/25/2018 10:12:00 AM,02/23/2017,Other,Unknown,1 year,Bat Mix,Brown,1.0
A761131,*Mary,10/29/2017 05:48:00 PM,10/29/2017 05:48:00 PM,6506 Decker Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Pit Bull Mix,Black/White,*Mary,11/03/2017 09:27:00 AM,11/03/2017 09:27:00 AM,10/02/2017,Dog,Intact Female,4 weeks,Pit Bull Mix,Black/White,0.0
A687622,,09/07/2014 07:30:00 PM,09/07/2014 07:30:00 PM,Cameron Rd & Hwy 290 in Austin (TX),Public Assist,Normal,Bird,Unknown,6 months,Chicken Mix,Brown,,09/16/2014 12:00:00 AM,09/16/2014 12:00:00 AM,03/07/2014,Bird,Unknown,6 months,Chicken Mix,Brown,0.0
A742878,,01/30/2017 09:01:00 AM,01/30/2017 09:01:00 AM,5414 Bolm Rd in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby,,02/06/2017 12:00:00 AM,02/06/2017 12:00:00 AM,10/05/2016,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,0.0
A734326,,10/08/2016 09:30:00 AM,10/08/2016 09:30:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby,,10/09/2016 09:00:00 AM,10/09/2016 09:00:00 AM,09/05/2013,Cat,Neutered Male,3 years,Domestic Longhair Mix,Brown Tabby,0.0
A629462,Ruby,04/21/2016 06:59:00 PM,04/21/2016 06:59:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,German Shepherd Mix,Black/Tan,Ruby,05/02/2016 01:15:00 PM,05/02/2016 01:15:00 PM,06/09/2008,Dog,Spayed Female,7 years,German Shepherd Mix,Black/Tan,0.0
A789563,,02/23/2019 06:32:00 PM,02/23/2019 06:32:00 PM,Ben White Boulevard And Victory Drive in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Border Terrier/Border Collie,Tan/Black,,02/27/2019 05:16:00 PM,02/27/2019 05:16:00 PM,08/23/2018,Dog,Neutered Male,6 months,Border Terrier/Border Collie,Tan/Black,0.0
A807415,,10/24/2019 02:19:00 PM,10/24/2019 02:19:00 PM,14620 Plover Place in Travis (TX),Stray,Nursing,Dog,Unknown,1 week,Great Pyrenees,Brown,,10/26/2019 03:42:00 PM,10/26/2019 03:42:00 PM,10/17/2019,Dog,Unknown,1 weeks,Great Pyrenees,Brown,0.0
A735775,,09/29/2016 11:33:00 AM,09/29/2016 11:33:00 AM,Wing Feather Dr And Turnstone Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby,,09/29/2016 05:24:00 PM,09/29/2016 05:24:00 PM,09/14/2016,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby,0.0
A665221,,10/15/2013 12:30:00 PM,10/15/2013 12:30:00 PM,4404 Imperial in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/Black,,10/29/2013 11:28:00 AM,10/29/2013 11:28:00 AM,09/03/2013,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/Black,0.0
A685025,Diggy,10/11/2017 07:11:00 PM,10/11/2017 07:11:00 PM,9405 Brodie Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,Blue Merle,Diggy,10/12/2017 11:15:00 AM,10/12/2017 11:15:00 AM,08/01/2009,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,Blue Merle,0.0
A741969,Lafitte,01/12/2017 01:37:00 PM,01/12/2017 01:37:00 PM,1071 Clayton Ln in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby,Lafitte,01/16/2017 05:42:00 PM,01/16/2017 05:42:00 PM,07/12/2016,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby,0.0
A717429,Cairo,12/07/2015 04:58:00 PM,12/07/2015 04:58:00 PM,405 Nelray Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,Cairo,12/09/2015 05:05:00 PM,12/09/2015 05:05:00 PM,12/07/2013,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,0.0
A692520,Peanut Butte,11/21/2014 04:57:00 PM,11/21/2014 04:57:00 PM,40Th And Airport in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Shih Tzu Mix,Buff,Peanut Butte,11/25/2014 03:04:00 PM,11/25/2014 03:04:00 PM,11/21/2013,Dog,Intact Male,1 year,Shih Tzu Mix,Buff,0.0
A675638,,03/30/2014 04:19:00 PM,03/30/2014 04:19:00 PM,3121 Mccall Ln in Austin (TX),Stray,Injured,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,,03/31/2014 06:46:00 PM,03/31/2014 06:46:00 PM,03/30/2013,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,1.0
A803796,,09/06/2019 12:52:00 PM,09/06/2019 12:52:00 PM,6518 Ed Bluestein Boulevard in Austin (TX),Stray,Normal,Cat,Unknown,3 weeks,Domestic Shorthair,Blue,,09/06/2019 01:12:00 PM,09/06/2019 01:12:00 PM,08/15/2019,Cat,Unknown,3 weeks,Domestic Shorthair,Blue,0.0
A723575,Ace,04/12/2016 03:21:00 PM,04/12/2016 03:21:00 PM,Faro And Whitney Way in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,Ace,04/16/2016 04:45:00 PM,04/16/2016 04:45:00 PM,04/03/2015,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White,0.0
A709539,Athena,08/10/2015 03:02:00 PM,08/10/2015 03:02:00 PM,"I-35Manchaca, Tx 78652 in Austin (TX)",Stray,Normal,Dog,Intact Female,4 years,Rottweiler,Tricolor,Athena,09/08/2015 05:54:00 PM,09/08/2015 05:54:00 PM,08/10/2011,Dog,Spayed Female,4 years,Rottweiler,Tricolor,0.0
A733212,,08/18/2016 05:38:00 PM,08/18/2016 05:38:00 PM,2609 Rosewood Dr in Austin (TX),Stray,Nursing,Cat,Unknown,1 month,Domestic Shorthair Mix,Gray Tabby,,08/19/2016 09:04:00 AM,08/19/2016 09:04:00 AM,07/11/2016,Cat,Unknown,1 month,Domestic Shorthair Mix,Gray Tabby,0.0
A763540,*Bentley,12/10/2017 12:33:00 PM,12/10/2017 12:33:00 PM,3307 Harpers Ferry Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Bentley,06/07/2018 01:18:00 PM,06/07/2018 01:18:00 PM,10/10/2017,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Brown Tabby,0.0
A782692,,10/19/2018 05:55:00 PM,10/19/2018 05:55:00 PM,4909 York Hill Drive in Austin (TX),Stray,Normal,Cat,Unknown,5 months,Domestic Shorthair Mix,Black/White,,10/25/2018 05:53:00 PM,10/25/2018 05:53:00 PM,05/19/2018,Cat,Unknown,5 months,Domestic Shorthair Mix,Black/White,0.0
A691320,,11/02/2014 11:06:00 PM,11/02/2014 11:06:00 PM,2601 Scofield Ridge Pkwy in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Brown,,11/03/2014 07:51:00 AM,11/03/2014 07:51:00 AM,05/02/2014,Other,Unknown,6 months,Bat Mix,Brown,1.0
A697310,Sadie,02/21/2015 01:50:00 PM,02/21/2015 01:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Jack Russell Terrier Mix,White/Brown,Sadie,02/23/2015 06:27:00 PM,02/23/2015 06:27:00 PM,12/06/2014,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Brown,0.0
A673088,Cotton,03/17/2014 01:26:00 PM,03/17/2014 01:26:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Maltese,White,Cotton,04/12/2014 12:36:00 PM,04/12/2014 12:36:00 PM,02/28/2011,Dog,Neutered Male,3 years,Maltese,White,0.0
A767019,*Bun B,02/21/2018 11:46:00 AM,02/21/2018 11:46:00 AM,3607 Tyrone Drive in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Pit Bull Mix,White/Blue,*Bun B,10/27/2018 01:46:00 PM,10/27/2018 01:46:00 PM,02/21/2014,Dog,Neutered Male,4 years,Pit Bull Mix,White/Blue,0.0
A770629,,04/23/2018 01:14:00 AM,04/23/2018 01:14:00 AM,1343 Briarcreek Loop in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,,04/28/2018 05:30:00 PM,04/28/2018 05:30:00 PM,01/23/2018,Dog,Neutered Male,3 months,Pit Bull Mix,Blue/White,0.0
A706147,Bonnie,06/25/2015 01:43:00 PM,06/25/2015 01:43:00 PM,4Th /San Jacinto in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Brown,Bonnie,07/02/2015 11:39:00 AM,07/02/2015 11:39:00 AM,06/25/2012,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Brown,0.0
A742468,Jiji,02/16/2017 05:16:00 PM,02/16/2017 05:16:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,Jiji,02/17/2017 02:12:00 PM,02/17/2017 02:12:00 PM,09/22/2016,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black,0.0
A697859,Diamond,03/02/2015 02:44:00 PM,03/02/2015 02:44:00 PM,North 183/ Hwy 71 in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Staffordshire Mix,White/Tan,Diamond,03/02/2015 06:46:00 PM,03/02/2015 06:46:00 PM,09/02/2007,Dog,Spayed Female,7 years,Staffordshire Mix,White/Tan,0.0
A677632,,04/27/2014 12:03:00 PM,04/27/2014 12:03:00 PM,Harris Branch Pkwy & St Merryn Rd in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,,04/27/2014 12:07:00 PM,04/27/2014 12:07:00 PM,04/12/2014,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,0.0
A681263,,06/14/2014 12:03:00 PM,06/14/2014 12:03:00 PM,8210 Edgemoor Pl in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,,06/14/2014 12:48:00 PM,06/14/2014 12:48:00 PM,05/23/2014,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0
A799880,,07/13/2019 11:12:00 AM,07/13/2019 11:12:00 AM,3308 Thompson Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,,07/15/2019 12:56:00 PM,07/15/2019 12:56:00 PM,05/01/2019,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,0.0
A797561,Minnie,06/14/2019 05:01:00 PM,06/14/2019 05:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,Boxer Mix,Black/White,Minnie,06/17/2019 04:37:00 PM,06/17/2019 04:37:00 PM,04/14/2019,Dog,Spayed Female,2 months,Boxer Mix,Black/White,0.0
A728549,,06/05/2016 04:23:00 PM,06/05/2016 04:23:00 PM,11109 Wet Season in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black,,06/08/2016 10:10:00 AM,06/08/2016 10:10:00 AM,06/05/2009,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black,0.0
A772313,,05/17/2018 04:25:00 PM,05/17/2018 04:25:00 PM,9532 Spirit Of Austin Ln in Austin (TX),Stray,Sick,Cat,Intact Female,11 years,Domestic Medium Hair Mix,Black/White,,05/17/2018 05:36:00 PM,05/17/2018 05:36:00 PM,05/17/2007,Cat,Intact Female,11 years,Domestic Medium Hair Mix,Black/White,1.0
A705828,,06/21/2015 05:01:00 PM,06/21/2015 05:01:00 PM,Littig Rd And Ballerstedt Rd in Travis (TX),Stray,Normal,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White,,06/21/2015 05:52:00 PM,06/21/2015 05:52:00 PM,04/21/2015,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White,0.0
A786923,,01/04/2019 02:26:00 PM,01/04/2019 02:26:00 PM,Patton Avenue And Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White,,01/04/2019 04:21:00 PM,01/04/2019 04:21:00 PM,01/04/2017,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White,0.0
A708350,,07/26/2015 12:37:00 PM,07/26/2015 12:37:00 PM,9712 Brown Ln in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,,07/26/2015 02:40:00 PM,07/26/2015 02:40:00 PM,07/07/2015,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,0.0
A772539,*Chip,05/20/2018 05:06:00 PM,05/20/2018 05:06:00 PM,12001 Metric Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Chip,06/23/2018 07:09:00 PM,06/23/2018 07:09:00 PM,04/11/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A775102,Leela,06/24/2018 02:05:00 PM,06/24/2018 02:05:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,15 years,Domestic Shorthair,Blue Tabby/White,Leela,09/19/2018 12:48:00 PM,09/19/2018 12:48:00 PM,06/24/2003,Cat,Spayed Female,15 years,Domestic Shorthair,Blue Tabby/White,0.0
A810978,Patches,01/21/2020 11:04:00 AM,01/21/2020 11:04:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 months,Australian Cattle Dog,White/Black,Patches,01/23/2020 01:52:00 PM,01/23/2020 01:52:00 PM,10/19/2019,Dog,Neutered Male,3 months,Australian Cattle Dog,White/Black,0.0
A683199,Knuckles,07/24/2014 11:34:00 AM,07/24/2014 11:34:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White,Knuckles,10/11/2014 03:49:00 PM,10/11/2014 03:49:00 PM,07/08/2007,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White,0.0
A751257,*Rafael,06/06/2017 02:02:00 PM,06/06/2017 02:02:00 PM,Bee Cave Parkway Andd 620 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Brown,*Rafael,06/20/2017 02:28:00 PM,06/20/2017 02:28:00 PM,06/05/2016,Dog,Neutered Male,1 year,Miniature Pinscher Mix,Black/Brown,0.0
A740255,,12/13/2016 04:25:00 PM,12/13/2016 04:25:00 PM,Wickersham & Cromwell in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,12/14/2016 08:02:00 AM,12/14/2016 08:02:00 AM,11/22/2016,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A776965,Lucy,11/23/2018 03:54:00 PM,11/23/2018 03:54:00 PM,Martin Luther King Boulevard And 24Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Plott Hound Mix,Brown Brindle,Lucy,07/22/2018 11:58:00 AM,07/22/2018 11:58:00 AM,07/22/2014,Dog,Spayed Female,4 years,Plott Hound Mix,Brown Brindle,0.0
A759789,,10/07/2017 01:54:00 PM,10/07/2017 01:54:00 PM,9510 Night Star Drive in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby/White,,10/15/2017 03:38:00 PM,10/15/2017 03:38:00 PM,08/07/2017,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A751012,*Domino,06/03/2017 11:59:00 AM,06/03/2017 11:59:00 AM,6506 High Point Cove in Austin (TX),Stray,Normal,Other,Neutered Male,7 months,Rabbit Sh Mix,Black/White,*Domino,07/04/2017 12:00:00 AM,07/04/2017 12:00:00 AM,10/03/2016,Other,Neutered Male,9 months,Rabbit Sh Mix,Black/White,0.0
A804098,*Rosita,09/10/2019 03:27:00 PM,09/10/2019 03:27:00 PM,1601 Royal Crest Drive in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Black/White,*Rosita,10/07/2019 05:45:00 PM,10/07/2019 05:45:00 PM,04/10/2019,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White,0.0
A774365,*Warhol,06/14/2018 12:10:00 PM,06/14/2018 12:10:00 PM,1114 Terry Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,*Warhol,06/26/2018 11:21:00 AM,06/26/2018 11:21:00 AM,05/17/2018,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,1.0
A749539,*Kaleo,05/16/2017 11:32:00 AM,05/16/2017 11:32:00 AM,2934 Eckert in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,*Kaleo,06/15/2017 03:48:00 PM,06/15/2017 03:48:00 PM,05/16/2015,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,0.0
A807510,*Vermicelli,10/25/2019 03:46:00 PM,10/25/2019 03:46:00 PM,Walnut Creek Park Road And North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,*Vermicelli,10/30/2019 06:25:00 PM,10/30/2019 06:25:00 PM,09/19/2019,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,0.0
A665686,*Perla,10/21/2013 04:18:00 PM,10/21/2013 04:18:00 PM,Fm 1327 And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dachshund Mix,Tan/Buff,*Perla,12/21/2013 04:01:00 PM,12/21/2013 04:01:00 PM,10/21/2010,Dog,Spayed Female,3 years,Dachshund Mix,Tan/Buff,0.0
A787489,Bella,01/14/2019 12:33:00 PM,01/14/2019 12:33:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White/Blue,Bella,01/23/2019 05:34:00 PM,01/23/2019 05:34:00 PM,01/14/2017,Dog,Spayed Female,2 years,Pit Bull Mix,White/Blue,0.0
A707413,Scout,07/12/2015 02:53:00 PM,07/12/2015 02:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pharaoh Hound Mix,Brown,Scout,07/24/2015 01:06:00 PM,07/24/2015 01:06:00 PM,07/01/2014,Dog,Spayed Female,1 year,Pharaoh Hound Mix,Brown,0.0
A759166,Archie,09/28/2017 11:03:00 AM,09/28/2017 11:03:00 AM,Brockman And Pompton in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,Archie,11/04/2017 06:11:00 PM,11/04/2017 06:11:00 PM,07/28/2017,Cat,Neutered Male,3 months,Domestic Shorthair,Black,0.0
A778236,Delilah,08/10/2018 03:38:00 PM,08/10/2018 03:38:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,German Shepherd Mix,Black/Brown,Delilah,08/18/2018 01:54:00 PM,08/18/2018 01:54:00 PM,02/10/2013,Dog,Spayed Female,5 years,German Shepherd Mix,Black/Brown,0.0
A787841,,01/21/2019 09:09:00 AM,01/21/2019 09:09:00 AM,4434 Frontier Trail in Austin (TX),Stray,Injured,Dog,Intact Male,1 month,Australian Shepherd Mix,White/Tricolor,,01/21/2019 07:43:00 PM,01/21/2019 07:43:00 PM,11/21/2018,Dog,Intact Male,1 month,Australian Shepherd Mix,White/Tricolor,0.0
A722211,Mia,06/23/2016 11:56:00 AM,06/23/2016 11:56:00 AM,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby,Mia,07/02/2016 05:10:00 PM,07/02/2016 05:10:00 PM,09/30/2015,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Brown Tabby,0.0
A694613,Buster,12/31/2014 08:13:00 PM,12/31/2014 08:13:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Tricolor,Buster,01/05/2015 07:03:00 PM,01/05/2015 07:03:00 PM,12/31/2013,Dog,Neutered Male,1 year,German Shepherd Mix,Tricolor,0.0
A655700,Shadow,11/05/2015 06:00:00 PM,11/05/2015 06:00:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Shadow,12/15/2015 01:36:00 PM,12/15/2015 01:36:00 PM,03/20/2013,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,0.0
A770605,Kiki,09/30/2018 03:54:00 PM,09/30/2018 03:54:00 PM,Webberville Road And 12Th Street in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Cattle Dog/Staffordshire,White,Kiki,10/06/2018 09:42:00 PM,10/06/2018 09:42:00 PM,10/24/2016,Dog,Spayed Female,1 year,Australian Cattle Dog/Staffordshire,White,0.0
A731105,Brownie,07/16/2016 11:04:00 AM,07/16/2016 11:04:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White,Brownie,07/29/2016 12:05:00 PM,07/29/2016 12:05:00 PM,07/16/2013,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White,0.0
A699431,Emily,03/27/2015 11:31:00 AM,03/27/2015 11:31:00 AM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,13 years,Jack Russell Terrier/Manchester Terrier,Black/Tan,Emily,03/27/2015 11:57:00 AM,03/27/2015 11:57:00 AM,03/27/2002,Dog,Spayed Female,13 years,Jack Russell Terrier/Manchester Terrier,Black/Tan,0.0
A707754,,07/17/2015 12:41:00 PM,07/17/2015 12:41:00 PM,1015 E Yager Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Seal Point,,07/21/2015 06:02:00 PM,07/21/2015 06:02:00 PM,05/17/2015,Cat,Spayed Female,2 months,Siamese Mix,Seal Point,0.0
A794183,Japy,09/17/2019 06:24:00 PM,09/17/2019 06:24:00 PM,Parrel Path And Cabob Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Staffordshire/Labrador Retriever,Tan/White,Japy,11/03/2019 06:44:00 PM,11/03/2019 06:44:00 PM,05/04/2017,Dog,Neutered Male,2 years,Staffordshire/Labrador Retriever,Tan/White,0.0
A704726,* Joanie,06/08/2015 12:37:00 PM,06/08/2015 12:37:00 PM,S Pleasant Valley Rd And Anken Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,8 years,Border Collie Mix,Black,* Joanie,07/05/2015 01:59:00 PM,07/05/2015 01:59:00 PM,06/08/2007,Dog,Spayed Female,8 years,Border Collie Mix,Black,0.0
A721064,*Champ,04/30/2016 04:23:00 PM,04/30/2016 04:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,*Champ,05/12/2016 12:28:00 PM,05/12/2016 12:28:00 PM,08/20/2014,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,0.0
A704919,*Edward,06/10/2015 06:09:00 PM,06/10/2015 06:09:00 PM,8308 Flaxen Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,*Edward,07/19/2015 06:14:00 PM,07/19/2015 06:14:00 PM,05/03/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,0.0
A569676,Jordan,04/10/2016 02:01:00 PM,04/10/2016 02:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown,Jordan,04/11/2016 10:39:00 AM,04/11/2016 10:39:00 AM,04/10/2008,Dog,Neutered Male,8 years,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown,0.0
A737882,,11/12/2016 11:26:00 AM,11/12/2016 11:26:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,,11/14/2016 02:43:00 PM,11/14/2016 02:43:00 PM,11/06/2015,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,0.0
A792768,*Molly,04/15/2019 12:44:00 PM,04/15/2019 12:44:00 PM,9805 Halifax Drive in Austin (TX),Stray,Nursing,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,*Molly,08/25/2019 01:56:00 PM,08/25/2019 01:56:00 PM,04/15/2018,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,0.0
A760832,,10/24/2017 03:34:00 PM,10/24/2017 03:34:00 PM,12151 N Ih 35 in Austin (TX),Stray,Injured,Dog,Intact Male,5 years,Cocker Spaniel,Chocolate,,11/01/2017 04:47:00 PM,11/01/2017 04:47:00 PM,10/24/2012,Dog,Intact Male,5 years,Cocker Spaniel,Chocolate,0.0
A712902,,09/29/2015 06:00:00 PM,09/29/2015 06:00:00 PM,3848 Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,Blue,,09/29/2015 07:01:00 PM,09/29/2015 07:01:00 PM,09/22/2015,Cat,Intact Male,1 week,Domestic Shorthair Mix,Blue,0.0
A779481,Tessa,09/01/2018 04:25:00 PM,09/01/2018 04:25:00 PM,12138 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Whippet Mix,Brown/White,Tessa,09/09/2018 05:21:00 PM,09/09/2018 05:21:00 PM,03/09/2018,Dog,Spayed Female,6 months,Whippet Mix,Brown/White,0.0
A796205,,05/30/2019 10:36:00 AM,05/30/2019 10:36:00 AM,8002 Logwood in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Black/Gray,,06/03/2019 12:00:00 AM,06/03/2019 12:00:00 AM,05/30/2017,Other,Unknown,2 years,Raccoon,Black/Gray,1.0
